,Date,Airline,Duration,Source,Destination,Departure Time,Arrival Time,Layover Time,Layover Cities,Total stops,Carry bags Count,Checkin bags Count,Price
166,2024-01-04,United Airlines,17h 35m,New York,Dubai,7:40 pm,10:15 pm,"0h 56m,1h 55m","Boston Logan Intl,Zurich",2,1.0,2.0,"1,090"
167,2024-01-04,TAP AIR PORTUGAL,16h 05m,New York,Dubai,11:55 pm,1:00 am,1h 55m,Lisbon Humberto Delgado,1,1.0,0.0,"1,277"
168,2024-01-04,United Airlines,18h 03m,New York,Dubai,7:52 pm,10:55 pm,"0h 45m,1h 40m","Washington, D.C. Dulles Intl,Frankfurt am Main",2,1.0,2.0,"1,115"
169,2024-01-04,United Airlines,18h 25m,New York,Dubai,7:30 pm,10:55 pm,"1h 16m,1h 40m","Washington, D.C. Dulles Intl,Frankfurt am Main",2,1.0,2.0,"1,115"
170,2024-01-04,SWISS,17h 30m,New York,Dubai,7:45 pm,10:15 pm,"1h 15m,1h 35m","Geneva Geneve-Cointrin,Zurich",2,1.0,2.0,"1,126"
171,2024-01-04,Qatar Airways,15h 35m,New York,Dubai,8:20 pm,8:55 pm,1h 55m,Doha Hamad Intl,1,1.0,0.0,"1,482"
172,2024-01-05,Egypt Air,18h 00m,New York,Dubai,12:00 pm,3:00 pm,4h 30m,Cairo,1,1.0,2.0,764
173,2024-01-05,Royal Jordanian,15h 05m,New York,Dubai,3:10 am,3:15 am,1h 05m,Amman Queen Alia Intl,1,1.0,2.0,828
174,2024-01-05,Multiple Airlines,23h 35m,New York,Dubai,6:10 pm,2:45 am,"5h 40m,2h 40m","London Gatwick,Antalya",2,0.0,0.0,702
175,2024-01-05,United Airlines,13h 10m,New York,Dubai,9:30 pm,7:40 pm,,,0,1.0,2.0,"1,065"
176,2024-01-05,Egypt Air,18h 00m,New York,Dubai,12:00 pm,3:00 pm,4h 30m,Cairo,1,1.0,2.0,764
177,2024-01-05,Emirates,12h 25m,New York,Dubai,11:00 pm,8:25 pm,,,0,1.0,2.0,"1,135"
178,2024-01-05,Emirates,12h 30m,New York,Dubai,10:40 am,8:10 am,,,0,1.0,2.0,"1,135"
179,2024-01-05,Kuwait Airways,15h 55m,New York,Dubai,5:00 pm,5:55 pm,2h 00m,Kuwait City,1,1.0,2.0,847
180,2024-01-05,Egypt Air,22h 00m,New York,Dubai,12:00 pm,7:00 pm,8h 25m,Cairo,1,1.0,2.0,766
181,2024-01-05,Emirates,15h 40m,New York,Dubai,11:45 pm,12:25 am,,,0,1.0,2.0,"1,218"
182,2024-01-05,SAUDIA,16h 00m,New York,Dubai,11:00 am,12:00 pm,2h 05m,Riyadh King Khaled Intl,1,1.0,2.0,944
183,2024-01-05,Etihad Airways,15h 25m,New York,Dubai,10:00 pm,10:25 pm,0h 55m,Abu Dhabi Intl,1,1.0,2.0,"1,005"
184,2024-01-05,Kuwait Airways,19h 55m,New York,Dubai,5:00 pm,9:55 pm,6h 00m,Kuwait City,1,1.0,2.0,847
